""	"Component"	"Collection"	"pathway"	"BG_genes"	"genes_in_pathway"	"genes_in_path_and_BG"	"genes_of_interest"	"genes_of_interest_in_pathway"	"gene_names_in_pathway"	"cont_n1"	"cont_n2"	"cont_n3"	"cont_n4"	"CI_95"	"odds_ratio"	"p_val"	"p_adj"
"661"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	14267	111	57	11032	47	"ANPEP,CD14,CD1C,CD22,CD33,CD34,CD36,CD37,CD3D,CD3E,CD44,CD5,CD55,CD59,CD7,CD8A,CD8B,CD9,CSF1,CSF1R,CSF2RA,CSF3,CSF3R,EPO,FCGR1A,FLT3LG,HLA-DRB1,HLA-DRB5,IL11,IL11RA,IL1A,IL1B,IL1R1,IL1R2,IL2RA,IL3RA,IL4R,IL6,IL7R,ITGA2,ITGA3,ITGA5,ITGAM,KIT,KITLG,MME,THPO"	47	10985	10	3225	"0.75627-Inf"	1.37979450062722	0.224761207014176	0.305519562781174
"1961"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_ERA_GENOMIC_PATHWAY"	14267	66	57	11032	47	"ABCA3,ANP32A,AP1B1,APBB1,ATP5PF,AXIN2,BRCA1,C3,CALCOCO1,CCND1,CD82,CEBPB,CHUK,CTSD,DDX17,DDX54,DSCAM,EBAG9,EP300,GREB1,HDAC1,HSF2,JUN,LCOR,LMO4,MED1,MPG,MTA1,NCOA1,NCOA2,NCOA3,NCOR2,NDUFV3,NEDD8,NR0B1,NR0B2,NRIP1,PCNA,PDIA2,POU4F1,SAFB,SET,SMAD4,SOD1,SRA1,STAT5A,UBA3"	47	10985	10	3225	"0.75627-Inf"	1.37979450062722	0.224761207014176	0.305519562781174
"741"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_JAK_STAT_SIGNALING_PATHWAY"	14267	160	100	11032	81	"AKT1,AKT3,BCL2L1,CBL,CBLB,CCND1,CCND2,CCND3,CISH,CLCF1,CREBBP,CRLF2,CSF2RA,CSF2RB,CSF3,CSF3R,EP300,EPO,GHR,GRB2,IFNAR1,IFNGR1,IFNGR2,IFNLR1,IL10,IL10RA,IL10RB,IL11,IL11RA,IL13RA1,IL15RA,IL20RA,IL22RA1,IL23R,IL24,IL2RA,IL2RB,IL2RG,IL3RA,IL4R,IL6,IL6ST,IL7R,IRF9,JAK1,JAK3,LEPR,LIF,OSM,OSMR,PIAS1,PIAS2,PIAS3,PIAS4,PIK3CA,PIK3CB,PIK3R1,PIK3R5,PIM1,PRLR,PTPN11,PTPN6,SOCS1,SOCS2,SOCS3,SOCS4,SOCS5,SOCS7,SOS1,SOS2,SPRED2,SPRY2,SPRY3,STAM,STAM2,STAT1,STAT2,STAT3,STAT5A,STAT5B,STAT6"	81	10951	19	3216	"0.80821-Inf"	1.25194536615549	0.226169868918549	0.306109219139761
"2933"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_SHP2_PATHWAY"	14267	59	51	10970	42	"AFDN,ANGPT1,ARHGAP35,EGF,EGFR,FRS2,GAB1,GRB2,HRAS,IFNGR1,IGF1R,IL2RA,IL2RB,IL2RG,IL6R,IL6ST,JAK1,JAK3,KDR,KRAS,LCK,LMO4,MAP2K1,MAP2K2,NGF,NOS3,NRAS,NTRK2,PAG1,PDGFB,PDGFRB,PIK3CA,PRKACA,PTPN11,RAF1,RHOA,SDC2,SHC1,SOS1,STAT1,TEK,VEGFA"	42	10928	9	3288	"0.74389-Inf"	1.40405262017662	0.227383771952765	0.306431349326902
"288"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_RHOA_REG_PATHWAY"	14267	51	41	10578	33	"ABR,AKAP13,ARAP1,ARAP3,ARHGAP35,ARHGAP4,ARHGAP5,ARHGAP9,ARHGDIA,ARHGDIB,ARHGEF1,ARHGEF10,ARHGEF11,ARHGEF12,ARHGEF15,ARHGEF17,ARHGEF2,ARHGEF25,ARHGEF28,DEF6,DLC1,ECT2,FARP1,MCF2,MCF2L,MYO9B,NET1,OBSCN,PLEKHG6,RHOA,TRIO,VAV1,VAV2"	33	10545	8	3681	"0.72555-Inf"	1.43986674038811	0.230512463634944	0.307085329211497
"175"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_CD40_PATHWAY"	14267	32	28	10578	23	"BCL2L1,BIRC2,BIRC3,C4BPA,CBLB,CD40,JAK3,JUN,MAP3K14,MAPK10,MAPK11,MAPK14,MAPK8,MYC,NFKB1,NFKBIA,RELA,TDP2,TNFAIP3,TRAF1,TRAF2,TRAF3,TRAF6"	23	10555	5	3684	"0.67877-Inf"	1.60541975339894	0.231157276850103	0.307085329211497
"1521"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_A6B1_A6B4_INTEGRIN_PATHWAY"	14267	53	42	11032	35	"AKT1,CD9,EGF,EGFR,ERBB2,ERBB3,GRB2,HRAS,IL1A,ITGB1,ITGB4,LAMA1,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,LAMC3,MET,PIK3CA,PIK3R1,PMP22,PRKCA,RAC1,RXRA,RXRB,SFN,SHC1,YWHAB,YWHAG,YWHAH,YWHAZ"	35	10997	7	3228	"0.7166-Inf"	1.46761759386072	0.232404711075589	0.307085329211497
"1910"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_AXON_GUIDANCE"	14267	134	109	11032	88	"ABL1,ABLIM2,ABLIM3,CFL1,CFL2,CHP1,CHP2,CXCL12,CXCR4,DPYSL2,EFNA1,EFNA3,EFNB1,EFNB2,EFNB3,EPHA2,EPHA3,EPHA4,EPHB1,EPHB2,EPHB3,FES,FYN,GNAI1,GNAI2,GSK3B,HRAS,ITGB1,LIMK1,LIMK2,LRRC4C,MAPK3,MET,NCK1,NCK2,NFAT5,NFATC1,NFATC2,NFATC4,NRAS,NRP1,NTN1,NTN4,PAK1,PAK2,PAK5,PLXNA2,PLXNA3,PLXNB1,PLXNB2,PLXNB3,PLXNC1,PPP3CA,PPP3CC,PPP3R1,PTK2,RAC1,RAC2,RAC3,RASA1,RHOA,RHOD,ROBO1,ROBO2,ROBO3,ROCK1,ROCK2,SEMA3A,SEMA3B,SEMA3C,SEMA3F,SEMA3G,SEMA4B,SEMA4C,SEMA4D,SEMA4F,SEMA4G,SEMA6A,SEMA6B,SEMA6C,SEMA6D,SEMA7A,SLIT2,SLIT3,SRGAP2,UNC5A,UNC5B,UNC5C"	88	10944	21	3214	"0.81134-Inf"	1.23062475538667	0.233094439629154	0.307085329211497
"1052"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM"	14267	45	24	10646	20	"ALAD,ALAS1,ALAS2,BLVRB,COX10,COX15,CPOX,EARS2,EPRS1,FECH,GUSB,HCCS,HMBS,HMOX1,HMOX2,MMAB,UGT1A7,UGT2A3,UROD,UROS"	20	10626	4	3617	"0.65493-Inf"	1.7018253346691	0.233320148694842	0.307085329211497
"481"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_FATTY_ACID_METABOLISM"	14267	42	37	11032	31	"ACAA1,ACAA2,ACADL,ACADSB,ACADVL,ACAT1,ACOX1,ACOX3,ACSL1,ACSL3,ACSL5,ACSL6,ADH1C,ADH4,ADH5,ADH6,ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,CPT1A,CPT1C,CPT2,ECHS1,ECI1,ECI2,EHHADH,GCDH,HADHA,HADHB"	31	11001	6	3229	"0.70015-Inf"	1.5164501589075	0.23401531384926	0.307085329211497
"2241"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_IL1_PATHWAY"	14267	35	32	11032	27	"CASP1,CHUK,ERC1,IKBKG,IL1A,IL1B,IL1R1,IL1R2,IL1RAP,IL1RN,IRAK1,IRAK3,JUN,MAP3K3,MAPK8,MYD88,NFKB1,PIK3CA,PIK3R1,PRKCI,RELA,SQSTM1,TAB1,TAB2,TOLLIP,TRAF6,UBE2V1"	27	11005	5	3230	"0.68146-Inf"	1.58484076376865	0.234714901308151	0.307085329211497
"262"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_NFKAPPAB_CANONICAL_PATHWAY"	14267	30	19	10578	16	"ATM,BCL10,BIRC2,CHUK,CYLD,IKBKB,NFKB1,NFKBIA,PRKCA,RAN,RELA,RIPK2,TNFAIP3,TNFRSF1A,TRAF6,XPO1"	16	10562	3	3686	"0.62152-Inf"	1.86128804904251	0.236131992082976	0.307657450265786
"583"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	14267	96	60	10970	49	"ACHE,ADPRM,AGPAT1,AGPAT2,AGPAT3,CDIPT,CDS1,CHKA,CHKB,CHPT1,DGKD,DGKG,DGKQ,DGKZ,ETNK1,ETNK2,GNPAT,GPAM,GPAT3,GPAT4,GPD1,GPD1L,GPD2,LCLAT1,LPCAT1,LPCAT2,LPCAT3,LPGAT1,LYPLA1,LYPLA2,MBOAT7,PCYT1B,PCYT2,PGS1,PHOSPHO1,PISD,PLA2G12A,PLA2G15,PLA2G1B,PLA2G4A,PLA2G5,PLA2G6,PLD1,PLD2,PLPP1,PLPP2,PLPP3,PTDSS1,PTDSS2"	49	10921	11	3286	"0.75331-Inf"	1.34028327045907	0.238093941078444	0.308931807845584
"2815"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_RAC1_REG_PATHWAY"	14267	43	36	10970	30	"ABI1,ABR,ARHGAP1,ARHGAP17,ARHGAP9,ARHGDIA,ARHGEF2,ARHGEF25,BCR,CHN1,CHN2,DEF6,DOCK2,DOCK6,ELMO1,EPS8,KALRN,PREX1,RAC1,RACGAP1,RAP1GDS1,RASGRF1,SOS1,SPATA13,TIAM1,TIAM2,TRIO,VAV1,VAV2,VAV3"	30	10940	6	3291	"0.69236-Inf"	1.5040494435038	0.241377912601368	0.311903969369668
"245"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_KIT_PATHWAY"	14267	55	49	10578	39	"BAD,BCL2,CBL,CRKL,DOK1,EPO,EPOR,FER,FOXO3,GRB2,GSK3B,HRAS,JAK2,LYN,MAP2K1,MAP2K2,MAP4K1,MAPK3,MAPK8,MATK,PIK3C2B,PIK3CA,PIK3R1,PTEN,PTPN6,RAF1,RPS6KB1,SH2B2,SH2B3,SHC1,SNAI2,SOCS1,SOS1,SPRED1,SPRED2,STAT1,STAT3,TEC,VAV1"	39	10539	10	3679	"0.73577-Inf"	1.36137817688849	0.243427765253531	0.313263599547576
"1314"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_ARACHIDONIC_ACID_METABOLISM"	14267	64	31	10970	26	"AKR1C3,ALOX15B,ALOX5,CBR1,CBR3,CYP2C8,CYP2J2,CYP2U1,EPHX2,GGT1,GGT5,GGT7,GPX1,GPX3,GPX4,GPX7,HPGDS,PLA2G12A,PLA2G1B,PLA2G4A,PLA2G5,PLA2G6,PTGDS,PTGES,PTGS1,TBXAS1"	26	10944	5	3292	"0.67003-Inf"	1.56410660765691	0.245395444930615	0.313913503001748
"2021"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_FAK_PATHWAY"	14267	60	56	11032	46	"ACTN1,ARHGAP35,ARHGEF11,ARHGEF28,ASAP1,BCAR1,BRAF,CCND1,ELMO1,ETS1,FYN,GIT2,GRB2,GRB7,ITGA5,ITGAV,ITGB1,ITGB5,JUN,MAP2K1,MAP2K4,MAPK8,MAPK8IP3,MAPK9,MMP14,NCK1,NCK2,PAK1,PIK3CA,PIK3R1,PLCG1,PTK2,PTPN21,PXN,RAC1,RAF1,RAP1A,RAP1B,RASA1,RHOA,ROCK2,RRAS,SH3GL1,SOS1,SRC,YES1"	46	10986	10	3225	"0.739-Inf"	1.35031780684509	0.245932234835765	0.313913503001748
"733"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	14267	125	26	10970	22	"CCL25,CD40,CD86,CXCL12,CXCR4,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,IL10,IL15RA,LTBR,MADCAM1,MAP3K14,TGFB1,TNFRSF13C"	22	10948	4	3293	"0.6438-Inf"	1.65422904176834	0.248558721461576	0.315055299582264
"3042"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_TRAIL_PATHWAY"	14267	28	28	10646	23	"CASP8,CFLAR,CHUK,DAP3,FADD,IKBKB,IKBKG,MAP2K4,MAP3K1,MAPK1,MAPK3,MAPK8,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,RIPK1,SMPD1,TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D"	23	10623	5	3616	"0.66198-Inf"	1.56571372417944	0.248836977150327	0.315055299582264
"762"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	14267	122	92	10646	72	"ACTB,ACTG1,ACTN4,AFDN,ARHGAP35,ARHGAP5,CD99,CDH5,CLDN1,CLDN11,CLDN15,CLDN2,CLDN23,CLDN4,CLDN5,CLDN7,CTNNA1,CTNNB1,CTNND1,CXCL12,CXCR4,ESAM,EZR,F11R,GNAI1,GNAI2,GNAI3,ICAM1,ITGAL,ITGAM,ITGB1,ITGB2,JAM2,JAM3,MAPK11,MAPK13,MAPK14,MMP9,MSN,MYL12A,MYL9,NCF2,NCF4,PECAM1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PLCG1,PLCG2,PRKCA,PTK2,PTPN11,PXN,RAC1,RAC2,RAP1A,RAP1B,RAPGEF4,RHOA,RHOH,ROCK1,ROCK2,SIPA1,THY1,VASP,VAV1,VAV2,VCAM1,VCL"	72	10574	20	3601	"0.79345-Inf"	1.22596429609654	0.250101397480052	0.315055299582264
"173"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_BMP_PATHWAY"	14267	45	36	10578	29	"BAMBI,BMP2,BMP4,BMP6,BMP7,BMPR1A,BMPR2,CHRD,CTDSP1,CTDSP2,CTDSPL,GSK3B,MAP3K7,MAPK1,NUP214,PPP1CA,PPP1R15A,RGMA,RGMB,SKI,SMAD1,SMAD4,SMAD5,SMAD7,SMAD9,SMURF1,SMURF2,TAB1,ZFYVE16"	29	10549	7	3682	"0.69409-Inf"	1.44594322815486	0.250840206673777	0.315055299582264
"225"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_IL12_STAT4_PATHWAY"	14267	39	23	10578	19	"CD3D,CD3E,CD86,ETV5,FOS,IL18,IL18R1,IL18RAP,IL2RA,IRF1,JUN,MAPK8,PIAS2,PPP3CA,PPP3CB,PPP3R1,PRF1,STAT3,TGFB1"	19	10559	4	3685	"0.63377-Inf"	1.65758131614688	0.252358605743689	0.315699610372583
"202"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_FANCONI_PATHWAY"	14267	50	40	10578	32	"ATM,ATR,BRCA1,CENPS,CHEK1,FAAP100,FAAP24,FANCA,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,H2AX,HES1,MRE11,PALB2,RAD1,RAD9A,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,TOP3A,TOPBP1,UBE2T,USP1,WDR48,XRCC3"	32	10546	8	3681	"0.7015-Inf"	1.39611057479539	0.258166899611523	0.321684152690549
"2961"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_SYNDECAN_2_PATHWAY"	14267	36	31	11032	26	"BAX,CASK,CAV2,CXCL8,EPB41,EPHB2,EZR,FN1,HRAS,ITGA2,ITGA5,ITGB1,KNG1,LAMA1,LAMA3,MAPK3,MAPK8,MMP2,NF1,PRKCD,RASA1,RHOA,SDC2,SDCBP,SRC,TGFB1"	26	11006	5	3230	"0.65371-Inf"	1.52601172264126	0.263563404608059	0.325372867149338
"190"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_EPHA_FWDPATHWAY"	14267	36	27	10578	22	"ARHGEF15,CBL,CRK,CRKL,EFNA1,EFNA3,EFNA5,EPHA2,EPHA3,EPHA4,FGR,FYN,HCK,LCK,LYN,PIK3R5,PLCG1,RHOA,ROCK1,SRC,VAV2,YES1"	22	10556	5	3684	"0.64581-Inf"	1.53548795745661	0.2646004451459	0.325372867149338
"313"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_WNT_SIGNALING_PATHWAY"	14267	31	21	11032	18	"ATP6AP2,CTHRC1,DKK1,FZD2,FZD4,FZD5,FZD6,FZD7,FZD8,IGFBP4,KREMEN2,LRP5,LRP6,ROR2,WIF1,WNT1,WNT3,WNT5A"	18	11014	3	3232	"0.5974-Inf"	1.7605620982456	0.26513214466818	0.325372867149338
"1211"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_RETINOL_METABOLISM"	14267	71	26	11032	22	"ADH1C,ADH4,ADH5,ADH6,ALDH1A1,CYP26B1,CYP2A6,CYP3A4,CYP3A5,CYP3A7,DGAT1,DGAT2,DHRS3,DHRS4,DHRS4L2,LRAT,PNPLA4,RDH10,RDH11,RDH12,UGT1A7,UGT2A3"	22	11010	4	3231	"0.62811-Inf"	1.61395259644155	0.265272146465702	0.325372867149338
"251"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_MET_PATHWAY"	14267	88	77	10578	60	"AKT1S1,AKT2,ARF6,BAD,BCAR1,CBL,CDC42,CRK,CRKL,CTNNA1,CTNNB1,DEPTOR,EGR1,EIF4EBP1,EPS15,ETS1,GAB2,GRB2,HGF,HGS,HRAS,INPPL1,JUN,KPNB1,MAP2K1,MAP2K2,MAPK1,MAPK3,MAPK8,MLST8,MTOR,MUC20,NCK1,NCK2,NUMB,PAK1,PAK2,PAK4,PARD6A,PIK3CA,PIK3R1,PLCG1,PRKCI,PTK2,PTPN1,PTPN2,PTPRJ,RAB5A,RAC1,RAF1,RANBP10,RANBP9,RAP1B,RAPGEF1,RHOA,SH3KBP1,SHC1,SNAI1,SOS1,SRC"	60	10518	17	3672	"0.7668-Inf"	1.23214775601043	0.269035191709222	0.328704475473524
"2603"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_NETRIN_PATHWAY"	14267	33	30	10970	25	"AGAP2,CDC42,DAPK1,ELMO1,FYN,MAP1B,MAP2K1,MAP2K2,MAPK3,MYO10,NTN1,PAK1,PIK3CA,PITPNA,PLCG1,PTK2,RAC1,RHOA,SRC,TRIO,UNC5A,UNC5B,UNC5C,WASL,YES1"	25	10945	5	3292	"0.64156-Inf"	1.50381935035669	0.275853512795751	0.33474423375522
"1461"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION"	14267	120	83	11032	67	"ACTG2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY8,ADCY9,ADORA2B,ADRA1B,AGTR1,ARAF,ARHGEF1,ARHGEF11,BRAF,CACNA1D,CALCRL,CALD1,CALM1,CALM3,EDNRA,GNA11,GNA12,GNA13,GNAQ,GNAS,GUCY1A1,GUCY1A2,GUCY1B1,ITPR1,ITPR2,ITPR3,KCNMA1,KCNMB4,MAP2K1,MAP2K2,MAPK3,MYH11,MYL6B,MYL9,MYLK,MYLK3,NPR1,NPR2,PLA2G12A,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLCB1,PLCB2,PPP1CB,PPP1CC,PPP1R12A,PRKACB,PRKCA,PRKCB,PRKCD,PRKCH,PRKG1,PRKX,PTGIR,RAF1,RAMP1,RAMP2,RHOA,ROCK1,ROCK2"	67	10965	16	3219	"0.76154-Inf"	1.22930522995457	0.276110689626121	0.33474423375522
"2112"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_BASAL_CELL_CARCINOMA"	14267	58	44	10646	35	"APC,AXIN1,AXIN2,BMP2,BMP4,CTNNB1,DVL1,DVL2,DVL3,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD9,GLI1,GLI3,GSK3B,HHIP,LEF1,PTCH2,SHH,STK36,SUFU,TCF7,TCF7L1,TCF7L2,WNT10B,WNT11,WNT16,WNT3,WNT5A,WNT5B,WNT9A"	35	10611	9	3612	"0.69101-Inf"	1.32374266420063	0.288308704586912	0.347661935687011
"134"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_TGF_BETA_SIGNALING_PATHWAY"	14267	95	72	10578	56	"ACVR1,ACVR2A,ACVRL1,AMH,BMP2,BMP4,BMP6,BMP7,BMPR1A,BMPR2,CDKN2B,CHRD,COMP,DCN,E2F4,E2F5,EP300,GDF6,ID1,ID2,ID3,INHBB,LTBP1,MAPK1,MAPK3,MYC,PPP2CB,PPP2R1B,RBL1,RBX1,RHOA,ROCK1,ROCK2,RPS6KB1,RPS6KB2,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD7,SMAD9,SMURF1,SMURF2,SP1,TFDP1,TGFB1,TGFB2,TGFB3,TGFBR1,THBS1,THBS2,THBS3,THBS4,ZFYVE16,ZFYVE9"	56	10522	16	3673	"0.74856-Inf"	1.22174950913914	0.289091084332768	0.347661935687011
"1923"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_EPHB_FWD_PATHWAY"	14267	41	39	10970	32	"CDC42,CRK,DNM1,EFNB2,EFNB3,EPHB1,EPHB2,EPHB3,EPHB4,GRB2,GRB7,GRIA1,HRAS,ITSN1,KALRN,KRAS,MAP2K1,MAPK3,NRAS,PAK1,PIK3CA,PTK2,PXN,RAC1,RAP1A,RAP1B,RASA1,ROCK1,RRAS,SHC1,SRC,WASL"	32	10938	7	3290	"0.66617-Inf"	1.37498081796704	0.290810734867216	0.347661935687011
"1073"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_PPAR_SIGNALING_PATHWAY"	14267	76	53	10970	43	"ACAA1,ACADM,ACOX1,ACOX2,ACOX3,ACSL4,ACSL5,ACSL6,APOA1,AQP7,CD36,CPT1A,CPT1C,CPT2,CYP27A1,DBI,EHHADH,FABP2,FABP3,FABP4,FABP6,FADS2,GK,HMGCS2,ILK,NR1H3,OLR1,PCK1,PCK2,PLTP,PPARA,PPARD,PPARG,RXRA,RXRB,SCD,SCD5,SCP2,SLC27A1,SLC27A4,SLC27A6,SORBS1,UBC"	43	10927	10	3287	"0.7044-Inf"	1.29347243126504	0.291194551228293	0.347661935687011
"215"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_HES_HEY_PATHWAY"	14267	50	43	10578	34	"AR,ARNT,CAMK2D,CTBP1,E2F1,EP300,GAA,GATA1,GATA4,GHR,HDAC1,HES1,HES6,HEY1,ID1,JAK2,KDM1A,KDR,MAML1,MAML2,NCOR1,NOTCH1,PARP1,RB1,RBBP8,RBPJ,RCAN1,RUNX2,SPEN,STAT3,TCF3,TLE1,TWIST1,YY1"	34	10544	9	3680	"0.68646-Inf"	1.31845456765392	0.293154993389105	0.348064149772691
"1392"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_TRYPTOPHAN_METABOLISM"	14267	41	31	10646	25	"ACAT1,ACAT2,ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,AOX1,CAT,CYP1B1,ECHS1,EHHADH,GCDH,HAAO,HADH,HADHA,IL4I1,INMT,MAOA,MAOB,OGDH,OGDHL,TDO2,TPH1,WARS2"	25	10621	6	3615	"0.64092-Inf"	1.41812043466413	0.29456055353042	0.348064149772691
"2401"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_INTEGRIN_A4B1_PATHWAY"	14267	35	30	11032	25	"ARF6,BCAR1,CD14,CD81,FN1,GIT1,IGSF8,ITGB1,JAM2,JAML,MDK,PRKACB,PRKAR1A,PRKAR1B,PTK2,PTK2B,PTPRA,PXN,RAC1,SPP1,SRC,THBS1,THBS2,VCAM1,YWHAZ"	25	11007	5	3230	"0.62594-Inf"	1.46719302964142	0.294856891208713	0.348064149772691
"2101"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_GLYPICAN_1PATHWAY"	14267	28	25	11032	21	"APP,FGF2,FGFR1,FGR,FLT1,FYN,GPC1,HCK,LAMA1,LYN,NRG1,PLA2G2A,PRNP,SLIT2,SRC,TGFB1,TGFB2,TGFB3,TGFBR1,VEGFA,YES1"	21	11011	4	3231	"0.5963-Inf"	1.54046038629292	0.299535973699984	0.351988552848463
"1021"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS"	14267	31	10	11032	9	"CRYL1,DCXR,DHDH,GUSB,RPE,UGDH,UGP2,UGT1A7,UGT2A3"	9	11023	1	3234	"0.45067-Inf"	2.64041690169357	0.300423350838816	0.351988552848463
"2851"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_REG_GR_PATHWAY"	14267	86	63	11032	51	"AKT1,BAX,CDKN1A,CREBBP,CXCL8,EGR1,EP300,FGG,FKBP4,GATA3,GSK3B,HDAC1,HDAC2,HSP90AA1,ICAM1,IL6,IRF1,JUN,KMT5B,KRT17,MAPK14,MAPK3,MAPK8,MAPK9,MDM2,MMP1,NCOA1,NCOA2,NFATC1,NFKB1,NR3C1,NR4A1,PBX1,PCK2,POMC,PRKACB,RELA,SFN,SGK1,SMARCA4,SMARCC1,SMARCC2,SMARCD1,SPI1,STAT1,STAT5A,STAT5B,SUMO2,TBP,TP53,YWHAH"	51	10981	12	3223	"0.71674-Inf"	1.24738143883682	0.30223741505526	0.352797577425099
"116"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	14267	221	172	10578	131	"ABI2,ACTB,ACTG1,ACTN1,ACTN4,ARHGAP35,ARHGEF1,ARHGEF12,ARHGEF6,ARHGEF7,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,BCAR1,BDKRB2,BRAF,BRK1,CDC42,CFL1,CRK,CRKL,CSK,CYFIP1,DIAPH1,DIAPH3,DOCK1,ENAH,F2R,FGD3,FGF12,FGF17,FGF2,FGF20,FGF9,FGFR3,FN1,GIT1,GNA12,GNA13,GNG12,GSN,HRAS,IQGAP1,IQGAP3,ITGA1,ITGA10,ITGA2,ITGA6,ITGA7,ITGA8,ITGAE,ITGAL,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB5,ITGB8,KRAS,LIMK2,MAP2K1,MAP2K2,MAPK1,MAPK3,MSN,MYH14,MYH9,MYL12A,MYL12B,MYL5,MYLK,MYLK3,NCKAP1,NCKAP1L,NRAS,PAK1,PAK2,PAK4,PAK5,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PFN1,PFN2,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PIKFYVE,PIP4K2A,PIP4K2B,PIP4K2C,PIP5K1A,PIP5K1B,PIP5K1C,PPP1CA,PPP1CB,PPP1CC,PPP1R12A,PTK2,RAC1,RAC2,RAC3,RAF1,RDX,RHOA,ROCK1,ROCK2,RRAS,RRAS2,SOS1,SSH1,SSH2,TIAM1,TMSB4X,VAV1,VAV2,VCL,WAS,WASF1,WASF2"	131	10447	41	3648	"0.8214-Inf"	1.1156984893239	0.30476916582929	0.354070624056814
